ticket_id,created_at,resolved_at,channel,agent_id,category,priority,status,subject,body,resolution_note,word_count,product,company,language,region,severity,tags,root_cause,knowledge_article,customer_satisfaction,conversation
TK-000734,2026-01-03 14:01:34,,phone_callback,AGT-019,technical,medium,in_progress,File upload fails for files over 81MB,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: brownsara@example.com.,,16,Desktop Client,Oracle,Arabic,Germany,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: brownsara@example.com.
Support: Issue is under investigation."
TK-000067,2026-05-13 21:07:14,,web_form,AGT-014,technical,medium,escalated,File upload fails for files over 73MB,The app crashes every time I open it since the update on 2026-04-29. I am on Windows 11 version 2.4.12. Error log: ERR-lCRg-8759.,,23,Desktop Client,Amazon,Arabic,Egypt,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: The app crashes every time I open it since the update on 2026-04-29. I am on Windows 11 version 2.4.12. Error log: ERR-lCRg-8759.
Support: Issue is under investigation."
TK-000616,2026-01-21 21:27:44,2026-01-23 09:27:44,social_media,AGT-013,account,medium,closed,Cannot delete my account,I want to close my account permanently but the delete option is greyed out in settings.,Unlocked account after identity verification. Advised customer to use password manager.,16,Cloud Dashboard,Oracle,Arabic,Egypt,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",3.0,"Customer: I want to close my account permanently but the delete option is greyed out in settings.
Support: Unlocked account after identity verification. Advised customer to use password manager."
TK-000425,2026-02-07 18:47:18,2026-02-07 19:47:18,phone_callback,AGT-017,account,medium,closed,Account locked after too many login attempts,My account qdaugherty@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.,Ownership transfer process completed after verification of both parties.,16,Desktop Client,Oracle,Arabic,Germany,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: My account qdaugherty@example.net is locked after failed login attempts. I am the legitimate owner. Please unlock.
Support: Ownership transfer process completed after verification of both parties."
TK-000016,2026-02-17 02:32:26,2026-02-17 14:32:26,social_media,AGT-008,account,medium,resolved,Request to merge two accounts,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,Accounts merged successfully. Data audit performed. Customer notified.,16,Mobile App,Google,Arabic,Germany,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Accounts merged successfully. Data audit performed. Customer notified."
TK-000162,2026-05-25 19:39:26,2026-05-26 09:39:26,email,AGT-015,shipping,high,resolved,Tracking number not updating,"I need to change the delivery address for order #43258 before it ships. New address: 23009 Matthew Mall, New Davidhaven, AL 32533.",Rescheduled pickup with courier. Customer confirmed pickup completed.,22,Desktop Client,Amazon,Arabic,USA,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: I need to change the delivery address for order #43258 before it ships. New address: 23009 Matthew Mall, New Davidhaven, AL 32533.
Support: Rescheduled pickup with courier. Customer confirmed pickup completed."
TK-000864,2026-06-10 23:41:16,,web_form,AGT-004,general,low,in_progress,Looking for a case study or demo,"Can you share a case study for a company similar to ours, or arrange a product demo?",,17,Cloud Dashboard,Google,Arabic,UAE,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: Can you share a case study for a company similar to ours, or arrange a product demo?
Support: Issue is under investigation."
TK-000754,2026-04-21 23:58:03,,phone_callback,AGT-013,account,medium,in_progress,Cannot reset my password,I sent a team invite to mcleansydney@example.com 28 days ago but they say they never received it.,,17,Desktop Client,IBM,Arabic,UK,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I sent a team invite to mcleansydney@example.com 28 days ago but they say they never received it.
Support: Issue is under investigation."
TK-000343,2026-05-28 22:35:48,2026-05-29 03:35:48,email,AGT-004,billing,medium,resolved,Cannot access invoice #6393,I requested a refund 3 days ago (ticket ref TK-610922) but have not received it yet. Please expedite.,Subscription cancellation confirmed. Refund processed for the extra billing cycle.,18,Cloud Dashboard,Amazon,Arabic,UAE,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",4.0,"Customer: I requested a refund 3 days ago (ticket ref TK-610922) but have not received it yet. Please expedite.
Support: Subscription cancellation confirmed. Refund processed for the extra billing cycle."
TK-000184,2026-01-07 10:22:10,,social_media,AGT-011,billing,high,escalated,Unexpected subscription renewal charge,I requested a refund 20 days ago (ticket ref TK-225709) but have not received it yet. Please expedite.,,18,Web Platform,Google,Arabic,USA,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I requested a refund 20 days ago (ticket ref TK-225709) but have not received it yet. Please expedite.
Support: Issue is under investigation."
TK-000406,2026-06-20 00:50:23,2026-06-22 13:50:23,chat,AGT-018,billing,low,resolved,Cannot access invoice #36428,I updated my billing address last week but my latest invoice still shows the old address.,Confirmed duplicate charge. Refund of $485.02 initiated and will reflect in 3–5 business days.,16,Cloud Dashboard,Oracle,English,UK,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I updated my billing address last week but my latest invoice still shows the old address.
Support: Confirmed duplicate charge. Refund of $485.02 initiated and will reflect in 3–5 business days."
TK-000488,2026-04-13 12:41:27,2026-04-15 07:41:27,phone_callback,AGT-009,product,high,closed,How do I use custom reports?,I'm trying to decide between Pro and Enterprise. What are the key differences for a team of 58080 people?,Provided step-by-step guide for bulk export and shared link to updated documentation.,19,Desktop Client,Dell,Arabic,UAE,Minor,product,Missing documentation,Provide product documentation and user guide.,5.0,"Customer: I'm trying to decide between Pro and Enterprise. What are the key differences for a team of 58080 people?
Support: Provided step-by-step guide for bulk export and shared link to updated documentation."
TK-000867,2026-06-08 18:00:49,2026-06-09 08:00:49,phone_callback,AGT-014,technical,high,resolved,Data export feature not working,"Since the v1.0.9 update, our Slack integration no longer syncs data. Last successful sync: 2026-06-16.",Fixed CSV export encoding issue in backend. Customer re-ran export successfully.,15,CRM System,Amazon,English,UAE,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: Since the v1.0.9 update, our Slack integration no longer syncs data. Last successful sync: 2026-06-16.
Support: Fixed CSV export encoding issue in backend. Customer re-ran export successfully."
TK-000268,2026-02-11 05:31:16,2026-02-11 11:31:16,phone_callback,AGT-010,general,low,resolved,General inquiry about your service,What are your customer support hours and response time commitments?,Shared WCAG 2.1 AA compliance documentation. Offered accessibility audit report.,10,Payment API,Intel,Arabic,USA,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,3.0,"Customer: What are your customer support hours and response time commitments?
Support: Shared WCAG 2.1 AA compliance documentation. Offered accessibility audit report."
TK-000249,2026-04-26 07:13:45,2026-04-28 19:13:45,phone_callback,AGT-012,shipping,medium,resolved,Received wrong item in my order,My order #54435 should have contained 3 items but only 5 arrived. Missing: Proactive exuding pricing structure.,Investigated: address was cached from previous order. Refund issued; reshipment to correct address.,17,Mobile App,Cisco,English,USA,Minor,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: My order #54435 should have contained 3 items but only 5 arrived. Missing: Proactive exuding pricing structure.
Support: Investigated: address was cached from previous order. Refund issued; reshipment to correct address."
TK-000477,2026-02-21 04:56:35,2026-02-24 04:56:35,chat,AGT-017,shipping,low,resolved,Received wrong item in my order,"I need to change the delivery address for order #77921 before it ships. New address: 66190 Beard Green Suite 490, Jeffreyshire, LA 98130.",Investigated: address was cached from previous order. Refund issued; reshipment to correct address.,23,Cloud Dashboard,Oracle,English,UK,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",4.0,"Customer: I need to change the delivery address for order #77921 before it ships. New address: 66190 Beard Green Suite 490, Jeffreyshire, LA 98130.
Support: Investigated: address was cached from previous order. Refund issued; reshipment to correct address."
TK-000713,2026-03-29 00:21:04,2026-03-31 07:21:04,social_media,AGT-013,general,medium,closed,General inquiry about your service,We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.,Provided product overview and feature sheet. Offered to schedule a demo call.,14,Desktop Client,Google,Arabic,Egypt,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,4.0,"Customer: We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.
Support: Provided product overview and feature sheet. Offered to schedule a demo call."
TK-000548,2026-04-28 16:16:29,,social_media,AGT-020,technical,medium,open,Integration with Slack broken after update,"Since the v1.1.8 update, our Slack integration no longer syncs data. Last successful sync: 2026-06-15.",,15,CRM System,Amazon,Arabic,Egypt,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: Since the v1.1.8 update, our Slack integration no longer syncs data. Last successful sync: 2026-06-15.
Support: Issue is under investigation."
TK-000658,2026-03-19 20:02:24,,email,AGT-017,shipping,medium,in_progress,Order shipped to wrong address,My order #75927 should have contained 5 items but only 2 arrived. Missing: Vision-oriented leadingedge projection.,,16,CRM System,Cisco,English,UAE,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My order #75927 should have contained 5 items but only 2 arrived. Missing: Vision-oriented leadingedge projection.
Support: Issue is under investigation."
TK-000279,2026-02-20 02:42:57,,web_form,AGT-008,technical,low,open,Integration with Salesforce broken after update,The dashboard takes over 118 seconds to load. This is affecting our team's productivity.,,14,Web Platform,Google,Arabic,USA,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",,"Customer: The dashboard takes over 118 seconds to load. This is affecting our team's productivity.
Support: Issue is under investigation."
TK-000180,2026-03-26 19:16:42,2026-03-29 01:16:42,email,AGT-014,account,low,resolved,Cannot reset my password,I am leaving the company. Need to transfer account ownership to scott04@example.com.,Checked email delivery logs – reset email was going to spam folder. Resent and advised customer.,12,Payment API,IBM,English,UAE,Minor,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",3.0,"Customer: I am leaving the company. Need to transfer account ownership to scott04@example.com.
Support: Checked email delivery logs – reset email was going to spam folder. Resent and advised customer."
TK-000870,2026-05-11 22:03:29,2026-05-14 01:03:29,social_media,AGT-005,account,low,resolved,Account locked after too many login attempts,I uploaded a new profile photo but the old one keeps showing even after clearing cache.,Sent email change verification link. Customer confirmed update completed.,16,Payment API,Intel,Arabic,UAE,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",4.0,"Customer: I uploaded a new profile photo but the old one keeps showing even after clearing cache.
Support: Sent email change verification link. Customer confirmed update completed."
TK-000394,2026-03-23 19:49:27,,chat,AGT-008,account,low,in_progress,Team member invite not received,The password reset email is not arriving at rebecca70@example.net. I have checked spam. Please help me reset manually.,,18,Payment API,Amazon,Arabic,Egypt,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: The password reset email is not arriving at rebecca70@example.net. I have checked spam. Please help me reset manually.
Support: Issue is under investigation."
TK-000094,2026-02-27 00:25:05,2026-02-27 09:25:05,web_form,AGT-015,account,medium,closed,Profile photo not updating,The password reset email is not arriving at katie43@example.net. I have checked spam. Please help me reset manually.,Account deletion restriction due to active subscription. Customer cancelled subscription; account deleted.,18,Desktop Client,Cisco,Arabic,UAE,Major,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: The password reset email is not arriving at katie43@example.net. I have checked spam. Please help me reset manually.
Support: Account deletion restriction due to active subscription. Customer cancelled subscription; account deleted."
TK-000200,2026-06-02 05:10:31,2026-06-05 02:10:31,chat,AGT-015,product,high,resolved,How do I use SSO login?,Do you have a video tutorial or step-by-step guide for setting up dark mode?,Confirmed audit logs is on the mobile roadmap for Q4. Customer added to beta list.,14,Web Platform,Amazon,English,Egypt,Critical,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: Do you have a video tutorial or step-by-step guide for setting up dark mode?
Support: Confirmed audit logs is on the mobile roadmap for Q4. Customer added to beta list."
TK-000841,2026-03-11 05:54:20,2026-03-12 16:54:20,web_form,AGT-001,technical,medium,resolved,Dashboard loading very slowly,The app crashes every time I open it since the update on 2026-05-04. I am on macOS 14 version 3.7.12. Error log: ERR-rhMT-0556.,OTP delivery issue traced to SMS provider outage. Switched to backup provider. OTP now working.,23,Desktop Client,IBM,Arabic,Saudi Arabia,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: The app crashes every time I open it since the update on 2026-05-04. I am on macOS 14 version 3.7.12. Error log: ERR-rhMT-0556.
Support: OTP delivery issue traced to SMS provider outage. Switched to backup provider. OTP now working."
TK-000952,2026-04-09 09:51:01,2026-04-10 09:51:01,phone_callback,AGT-006,general,high,resolved,Looking for a partner/reseller program,I just created an account. Where should I start? Is there an onboarding guide?,Escalated to enterprise sales team. Custom proposal sent within 24 hours.,14,Web Platform,IBM,English,UK,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,5.0,"Customer: I just created an account. Where should I start? Is there an onboarding guide?
Support: Escalated to enterprise sales team. Custom proposal sent within 24 hours."
TK-000173,2026-01-24 03:47:57,2026-01-26 05:47:57,email,AGT-019,account,medium,resolved,Request to merge two accounts,I am leaving the company. Need to transfer account ownership to caitlynbennett@example.org.,Ownership transfer process completed after verification of both parties.,12,Desktop Client,Cisco,Arabic,Germany,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",4.0,"Customer: I am leaving the company. Need to transfer account ownership to caitlynbennett@example.org.
Support: Ownership transfer process completed after verification of both parties."
TK-000239,2026-03-30 22:29:43,,phone_callback,AGT-001,shipping,high,escalated,Order #1529 not delivered after 20 days,The tracking for order #54477 has been stuck on 'Processing' for 25 days with no updates.,,16,Cloud Dashboard,Dell,Arabic,USA,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: The tracking for order #54477 has been stuck on 'Processing' for 25 days with no updates.
Support: Issue is under investigation."
TK-000354,2026-01-10 10:20:38,,phone_callback,AGT-001,billing,medium,in_progress,Unexpected subscription renewal charge,I was charged $297.81 on 2026-05-31 but this does not match my plan. My account email is hblake@example.net. Please review and correct.,,22,Desktop Client,Amazon,Arabic,USA,Critical,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I was charged $297.81 on 2026-05-31 but this does not match my plan. My account email is hblake@example.net. Please review and correct.
Support: Issue is under investigation."
TK-000160,2026-01-06 13:31:06,2026-01-07 12:31:06,social_media,AGT-020,technical,high,resolved,Data export feature not working,Uploads above 79MB fail with a timeout error. We regularly upload large datasets.,Integration token expired silently after update. Guided customer to re-authenticate. Sync restored.,13,Web Platform,Dell,Arabic,USA,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Uploads above 79MB fail with a timeout error. We regularly upload large datasets.
Support: Integration token expired silently after update. Guided customer to re-authenticate. Sync restored."
TK-000708,2026-04-07 08:50:25,,web_form,AGT-008,shipping,medium,in_progress,Return shipment not picked up,My order was delivered to an old address even though I updated my address before placing the order.,,18,Cloud Dashboard,Dell,English,Saudi Arabia,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My order was delivered to an old address even though I updated my address before placing the order.
Support: Issue is under investigation."
TK-000934,2026-04-07 02:34:41,2026-04-09 17:34:41,web_form,AGT-010,billing,high,resolved,Cannot access invoice #65284,I requested a refund 22 days ago (ticket ref TK-979847) but have not received it yet. Please expedite.,Subscription cancellation confirmed. Refund processed for the extra billing cycle.,18,Cloud Dashboard,Cisco,English,UK,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",3.0,"Customer: I requested a refund 22 days ago (ticket ref TK-979847) but have not received it yet. Please expedite.
Support: Subscription cancellation confirmed. Refund processed for the extra billing cycle."
TK-000780,2026-04-01 09:30:36,,phone_callback,AGT-004,billing,low,open,Refund not received after 22 days,I cancelled my subscription on 2026-05-31 but was still charged $383.64 for the next cycle.,,15,Web Platform,Cisco,Arabic,Egypt,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I cancelled my subscription on 2026-05-31 but was still charged $383.64 for the next cycle.
Support: Issue is under investigation."
TK-000412,2026-06-10 07:03:42,2026-06-12 16:03:42,email,AGT-011,product,low,resolved,Product documentation is unclear for audit logs,The docs for SSO login are outdated – the screenshots don't match the current UI.,Confirmed compatibility. Shared integration guide and API credentials needed.,15,CRM System,Microsoft,English,Saudi Arabia,Critical,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: The docs for SSO login are outdated – the screenshots don't match the current UI.
Support: Confirmed compatibility. Shared integration guide and API credentials needed."
TK-000885,2026-01-06 10:47:30,2026-01-08 19:47:30,web_form,AGT-012,general,low,closed,Accessibility features available?,"Can you share a case study for a company similar to ours, or arrange a product demo?",Shared WCAG 2.1 AA compliance documentation. Offered accessibility audit report.,17,Payment API,Microsoft,English,UAE,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,4.0,"Customer: Can you share a case study for a company similar to ours, or arrange a product demo?
Support: Shared WCAG 2.1 AA compliance documentation. Offered accessibility audit report."
TK-000218,2026-05-29 21:03:23,2026-05-30 01:03:23,social_media,AGT-016,shipping,medium,resolved,Missing item from multi-item order,I received a completely wrong item. I ordered Diverse non-volatile conglomeration but received something else entirely. Order #67512.,Rescheduled pickup with courier. Customer confirmed pickup completed.,18,Web Platform,Amazon,Arabic,Saudi Arabia,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",5.0,"Customer: I received a completely wrong item. I ordered Diverse non-volatile conglomeration but received something else entirely. Order #67512.
Support: Rescheduled pickup with courier. Customer confirmed pickup completed."
TK-000576,2026-01-30 05:59:08,2026-02-01 18:59:08,web_form,AGT-012,product,low,resolved,Product documentation is unclear for audit logs,I can access API webhooks on the web but it doesn't seem to exist in the mobile app. Any plans to add it?,Confirmed compatibility. Shared integration guide and API credentials needed.,23,Desktop Client,Amazon,Arabic,USA,Critical,product,Missing documentation,Provide product documentation and user guide.,3.0,"Customer: I can access API webhooks on the web but it doesn't seem to exist in the mobile app. Any plans to add it?
Support: Confirmed compatibility. Shared integration guide and API credentials needed."
TK-000307,2026-02-27 23:38:10,2026-02-28 12:38:10,social_media,AGT-018,technical,high,closed,Login page returns 500 error,Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 18393.,Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable.,19,Payment API,IBM,English,UAE,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: Our API key is hitting rate limits even though we are well within the documented quota. Account ID: 18393.
Support: Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable."
TK-000038,2026-06-13 08:01:13,,social_media,AGT-006,shipping,high,in_progress,Order shipped to wrong address,My order #27406 was supposed to arrive 21 days ago but I still haven't received it. Tracking: TK-455611.,,18,Cloud Dashboard,Amazon,English,USA,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My order #27406 was supposed to arrive 21 days ago but I still haven't received it. Tracking: TK-455611.
Support: Issue is under investigation."
TK-000564,2026-02-05 14:36:51,2026-02-08 08:36:51,phone_callback,AGT-019,technical,high,resolved,Dashboard loading very slowly,I get a 500 Internal Server Error when trying to log in. This started 30 days ago. Browser: Edge 122.,Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable.,20,Mobile App,Oracle,English,UK,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: I get a 500 Internal Server Error when trying to log in. This started 30 days ago. Browser: Edge 122.
Support: Root cause: database connection pool exhaustion. Increased pool size. Monitored for 1 hour – stable."
TK-000044,2026-02-17 04:42:09,2026-02-20 04:42:09,web_form,AGT-010,technical,high,closed,Application crashes on startup,The dashboard takes over 34 seconds to load. This is affecting our team's productivity.,Identified a bug in v1.9.18 causing crashes on macOS 14. Hotfix deployed. Customer asked to update.,14,Web Platform,Google,Arabic,Germany,Critical,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",3.0,"Customer: The dashboard takes over 34 seconds to load. This is affecting our team's productivity.
Support: Identified a bug in v1.9.18 causing crashes on macOS 14. Hotfix deployed. Customer asked to update."
TK-000089,2026-02-22 22:43:09,,email,AGT-005,billing,medium,escalated,Billing address update not reflected,I requested a refund 30 days ago (ticket ref TK-116025) but have not received it yet. Please expedite.,,18,Cloud Dashboard,Amazon,Arabic,Egypt,Minor,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",,"Customer: I requested a refund 30 days ago (ticket ref TK-116025) but have not received it yet. Please expedite.
Support: Issue is under investigation."
TK-000928,2026-03-24 05:54:05,2026-03-26 21:54:05,chat,AGT-001,shipping,medium,resolved,Tracking number not updating,I received a completely wrong item. I ordered Progressive neutral open architecture but received something else entirely. Order #1631.,Wrong item confirmed. Correct item reshipped with priority delivery. Return label sent for wrong item.,19,Payment API,Dell,Arabic,Egypt,Major,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",3.0,"Customer: I received a completely wrong item. I ordered Progressive neutral open architecture but received something else entirely. Order #1631.
Support: Wrong item confirmed. Correct item reshipped with priority delivery. Return label sent for wrong item."
TK-000386,2026-04-08 18:07:25,2026-04-11 01:07:25,social_media,AGT-004,technical,low,resolved,Dashboard loading very slowly,The app crashes every time I open it since the update on 2026-06-26. I am on Ubuntu 22.04 version 5.0.16. Error log: ERR-kGjB-6303.,Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s.,23,Mobile App,Microsoft,Arabic,Germany,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: The app crashes every time I open it since the update on 2026-06-26. I am on Ubuntu 22.04 version 5.0.16. Error log: ERR-kGjB-6303.
Support: Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s."
TK-000714,2026-01-08 21:42:00,2026-01-10 00:42:00,web_form,AGT-005,account,medium,resolved,Cannot delete my account,My account uoliver@example.com is locked after failed login attempts. I am the legitimate owner. Please unlock.,Sent email change verification link. Customer confirmed update completed.,16,CRM System,Intel,Arabic,UAE,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",5.0,"Customer: My account uoliver@example.com is locked after failed login attempts. I am the legitimate owner. Please unlock.
Support: Sent email change verification link. Customer confirmed update completed."
TK-000431,2026-04-16 14:49:48,2026-04-17 09:49:48,web_form,AGT-001,billing,medium,resolved,Incorrect charge on my invoice,I updated my billing address last week but my latest invoice still shows the old address.,Subscription cancellation confirmed. Refund processed for the extra billing cycle.,16,Cloud Dashboard,Dell,Arabic,UK,Major,billing,Incorrect billing configuration,"Verify invoice, compare billing history, process refund if needed.",5.0,"Customer: I updated my billing address last week but my latest invoice still shows the old address.
Support: Subscription cancellation confirmed. Refund processed for the extra billing cycle."
TK-000837,2026-02-20 10:34:15,,web_form,AGT-020,shipping,high,escalated,Package arrived damaged,My package arrived with significant damage. Contents are broken. Order #97344. Photos attached.,,13,Payment API,Intel,English,Saudi Arabia,Critical,shipping,Courier delay,"Track shipment, contact courier, arrange replacement if necessary.",,"Customer: My package arrived with significant damage. Contents are broken. Order #97344. Photos attached.
Support: Issue is under investigation."
TK-000122,2026-01-28 09:21:09,,social_media,AGT-010,account,high,in_progress,Request to merge two accounts,The password reset email is not arriving at thomastiffany@example.net. I have checked spam. Please help me reset manually.,,18,CRM System,Cisco,English,USA,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: The password reset email is not arriving at thomastiffany@example.net. I have checked spam. Please help me reset manually.
Support: Issue is under investigation."
TK-000342,2026-05-30 02:07:08,2026-05-30 03:07:08,social_media,AGT-018,technical,medium,closed,Dashboard loading very slowly,OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: hooperwilliam@example.com.,Found misconfiguration in rate-limit tier for this account. Corrected and documented.,16,Cloud Dashboard,Google,Arabic,UAE,Minor,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",4.0,"Customer: OTP for 2FA is not arriving via SMS or email. Tested with multiple numbers. Account: hooperwilliam@example.com.
Support: Found misconfiguration in rate-limit tier for this account. Corrected and documented."
TK-000757,2026-06-14 19:45:09,,web_form,AGT-019,account,medium,open,Profile photo not updating,I am leaving the company. Need to transfer account ownership to haileyle@example.com.,,12,CRM System,Intel,English,USA,Critical,account,Authentication failure,"Verify customer identity, reset credentials, unlock account.",,"Customer: I am leaving the company. Need to transfer account ownership to haileyle@example.com.
Support: Issue is under investigation."
TK-000034,2026-03-24 11:05:33,2026-03-24 13:05:33,chat,AGT-001,general,medium,resolved,How do I get started?,We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.,Provided product overview and feature sheet. Offered to schedule a demo call.,14,Desktop Client,Cisco,English,USA,Major,general,Customer information request,Answer customer inquiry using the official knowledge base.,4.0,"Customer: We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.
Support: Provided product overview and feature sheet. Offered to schedule a demo call."
TK-000303,2026-02-27 08:22:04,,phone_callback,AGT-017,product,high,in_progress,Feature request: mobile notifications,I can't figure out how to use audit logs. The documentation doesn't explain the steps clearly.,,16,Cloud Dashboard,Cisco,English,Germany,Major,product,Missing documentation,Provide product documentation and user guide.,,"Customer: I can't figure out how to use audit logs. The documentation doesn't explain the steps clearly.
Support: Issue is under investigation."
TK-000331,2026-04-20 02:55:50,,email,AGT-010,product,medium,in_progress,Compatibility question about HubSpot,It would be great if you could add API webhooks to the product. This would save our team a lot of time.,,22,Desktop Client,Cisco,English,Egypt,Minor,product,Missing documentation,Provide product documentation and user guide.,,"Customer: It would be great if you could add API webhooks to the product. This would save our team a lot of time.
Support: Issue is under investigation."
TK-000199,2026-04-30 01:39:47,2026-04-30 12:39:47,phone_callback,AGT-018,general,low,resolved,Looking for a case study or demo,We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.,Scheduled 30-minute demo. Sent relevant case study PDF post-call.,14,Cloud Dashboard,IBM,Arabic,USA,Critical,general,Customer information request,Answer customer inquiry using the official knowledge base.,4.0,"Customer: We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.
Support: Scheduled 30-minute demo. Sent relevant case study PDF post-call."
TK-000680,2026-03-06 17:07:45,2026-03-08 09:07:45,email,AGT-015,technical,high,closed,API rate limit exceeded unexpectedly,The app crashes every time I open it since the update on 2026-06-09. I am on Windows 11 version 1.8.10. Error log: ERR-hpmp-1693.,Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s.,23,Mobile App,Cisco,English,Egypt,Major,technical,Software bug or infrastructure issue,"Restart service, collect logs, investigate server health, deploy hotfix if required.",5.0,"Customer: The app crashes every time I open it since the update on 2026-06-09. I am on Windows 11 version 1.8.10. Error log: ERR-hpmp-1693.
Support: Identified slow query in dashboard aggregation. Added index. Load time reduced to under 2s."
TK-000129,2026-03-02 13:07:22,,phone_callback,AGT-018,general,low,in_progress,How do I get started?,We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.,,14,Web Platform,Cisco,Arabic,UK,Minor,general,Customer information request,Answer customer inquiry using the official knowledge base.,,"Customer: We need to confirm the platform meets WCAG 2.1 AA accessibility standards before purchasing.
Support: Issue is under investigation."
